City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Ouro Preto Do Oeste,BR,2022-04-22 23:49:23,-10.7481,-62.2158,73.85,97,69,3.36
274,Ellisras,ZA,2022-04-22 23:49:24,-23.6649,27.7443,65.3,72,58,2.17
275,Maldonado,UY,2022-04-22 23:49:24,-34.6667,-54.9167,61.23,88,100,8.77
276,Warri,NG,2022-04-22 23:49:25,5.5167,5.75,77.9,91,86,5.26
277,Oxapampa,PE,2022-04-22 23:49:25,-10.5775,-75.4017,62.01,97,82,1.39
278,Sinjar,IQ,2022-04-22 23:49:26,36.3209,41.8754,65.52,34,0,5.82
279,Minsk,BY,2022-04-22 23:49:40,53.9,27.5667,44.35,98,100,7.52
280,Gaoual,GN,2022-04-22 23:50:26,11.75,-13.2,82.33,52,100,3.49
281,Plettenberg Bay,ZA,2022-04-22 23:50:27,-34.0527,23.3716,59.95,78,100,2.35
282,Ambanja,MG,2022-04-22 23:50:27,-13.6833,48.45,73.02,92,92,3.51
283,Koslan,RU,2022-04-22 23:50:28,63.4564,48.8989,34.47,93,100,4.97
284,Amapa,BR,2022-04-22 23:50:28,1.0,-52.0,70.81,100,100,2.57
285,Nargana,PA,2022-04-22 23:50:29,9.4428,-78.5906,80.22,72,40,1.14
286,Tromso,NO,2022-04-22 23:50:29,69.6496,18.957,33.82,80,40,4.61
287,Abu Samrah,SY,2022-04-22 23:50:30,35.3029,37.1841,64.22,19,46,4.63
288,Prainha,BR,2022-04-22 23:50:30,-1.8,-53.48,73.17,98,92,2.48
289,Gaya,IN,2022-04-22 23:50:31,24.7833,85.0,81.05,27,0,6.38
290,Dingli,MT,2022-04-22 23:50:31,35.8614,14.3822,56.8,88,0,8.05
291,Oriximina,BR,2022-04-22 23:50:31,-1.7656,-55.8661,72.23,95,100,2.19
