City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
130,Gagarin,RU,4/22/2022 19:41,55.5529,34.9954,44.35,74,100,3.98
131,San Jose De Tarros,HN,4/22/2022 19:41,15.3,-88.7,68.94,80,100,3.94
132,Ericeira,PT,4/22/2022 19:41,38.9627,-9.4156,53.82,84,100,20.62
133,Verkhnyaya Toyma,RU,4/22/2022 19:41,62.2349,44.9985,29.64,98,23,2.3
134,Vryburg,ZA,4/22/2022 19:42,-26.9566,24.7284,66.16,59,100,5.88
135,Agara,GE,4/22/2022 19:42,42.0376,43.8238,46.9,85,7,3.18
136,Lyngseidet,NO,4/22/2022 19:42,69.5763,20.2189,37.4,92,100,7.23
137,Savannah Bight,HN,4/22/2022 19:42,16.45,-85.85,80.76,76,70,14.03
138,Trelew,AR,4/22/2022 19:40,-43.249,-65.3051,61.25,29,61,12.3
139,Sinnamary,GF,4/22/2022 19:42,5.3833,-52.95,75.07,94,100,4.52
140,Korla,CN,4/22/2022 19:42,41.7597,86.1469,63.77,24,36,3
141,Iseyin,NG,4/22/2022 19:42,7.9667,3.6,75.85,92,100,7.14
142,Biskamzha,RU,4/22/2022 19:42,53.4497,89.5272,15.39,94,84,4.81
143,Hanstholm,DK,4/22/2022 19:42,57.1167,8.6167,50.63,67,2,18.95
144,Saint-Georges,GD,4/22/2022 19:42,12.0564,-61.7485,82.08,69,75,23.02
145,Biltine,TD,4/22/2022 19:42,14.5333,20.9167,91.63,14,9,6.06
146,Rocha,UY,4/22/2022 19:42,-34.4833,-54.3333,55.02,96,100,9.91
147,Grindavik,IS,4/22/2022 19:42,63.8424,-22.4338,48.15,81,100,13.8
148,Sambava,MG,4/22/2022 19:40,-14.2667,50.1667,76.78,87,100,7.34
149,Skelleftea,SE,4/22/2022 19:42,64.7507,20.9528,43.16,61,100,3.44
150,Novo Aripuana,BR,4/22/2022 19:42,-5.1206,-60.3797,80.44,79,92,2.71
151,Saint-Denis,FR,4/22/2022 19:42,48.9167,2.3333,62.15,57,0,9.22
152,Eyl,SO,4/22/2022 19:42,7.9803,49.8164,82.54,76,37,8.5
153,Pangnirtung,CA,4/22/2022 19:42,66.1451,-65.7125,10.4,79,0,3.44
154,Saint-Louis,SN,4/22/2022 19:42,16.3333,-15,96.44,13,21,11.77
155,Khorixas,NA,4/22/2022 19:42,-20.3667,14.9667,74.16,30,0,1.28
156,Mopti,ML,4/22/2022 19:42,14.6667,-4,94.21,10,69,8.84
157,Tabuk,PH,4/22/2022 19:42,17.4189,121.4443,72.75,93,6,3.98
158,Vila Velha,BR,4/22/2022 19:42,-20.3297,-40.2925,89.55,60,0,11.5
159,Pombia,IT,4/22/2022 19:42,45.653,8.6336,58.17,70,75,6.91
160,Zapolyarnyy,RU,4/22/2022 19:42,69.4154,30.8136,34.88,99,100,4.05
161,Tukrah,LY,4/22/2022 19:42,32.5341,20.5791,67.96,52,67,7.38
162,Aquidauana,BR,4/22/2022 19:42,-20.4711,-55.7872,89.82,38,87,5.93
163,Husavik,IS,4/22/2022 19:42,66.0449,-17.3389,45.72,73,73,2.84
164,Caorle,IT,4/22/2022 19:42,45.5966,12.8758,56.41,89,88,7.18
165,Cururupu,BR,4/22/2022 19:42,-1.8283,-44.8683,80.94,79,100,4.25
166,Maarianhamina,AX,4/22/2022 19:42,60.0973,19.9348,40.86,75,0,9.22
167,Salaga,GH,4/22/2022 19:42,8.5508,-0.5188,88.09,46,71,4.72
168,Tubuala,PA,4/22/2022 19:42,9.5167,-79.0333,81.97,69,99,3.49
169,Simoes,BR,4/22/2022 19:42,-7.5989,-40.8178,87.15,41,38,6.33
170,Vila Franca Do Campo,PT,4/22/2022 19:42,37.7167,-25.4333,57.61,68,86,10.09
171,Cayenne,GF,4/22/2022 19:42,4.9333,-52.3333,78.84,1,40,2.3
172,Gornopravdinsk,RU,4/22/2022 19:42,60.05,69.9,11.62,94,34,5.44
173,Waddan,LY,4/22/2022 19:42,29.1614,16.139,72.45,29,6,17
174,Cajamarca,PE,4/22/2022 19:38,-7.1638,-78.5003,64.47,63,75,10.36
175,Souillac,MU,4/22/2022 19:40,-20.5167,57.5167,77.38,73,75,14.97
