City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Mafinga,TZ,-7.25,35.0667,67.62,73,100,3.71,overcast clouds
269,Vila Velha,BR,-20.3297,-40.2925,73.94,93,20,3.44,few clouds
270,Kaspiyskiy,RU,45.3929,47.3707,59.99,65,100,12.12,overcast clouds
271,Bonavista,CA,48.6499,-53.1147,34.09,93,87,4.52,overcast clouds
272,Andenes,NO,69.3143,16.1194,26.58,86,100,20.71,light snow
273,Nadym,RU,65.5333,72.5167,33.35,96,100,23.33,snow
274,Santa Rosa,PH,14.3122,121.1114,90.1,76,52,12.28,broken clouds
275,Veraval,IN,20.9,70.3667,79.36,79,0,11.79,clear sky
276,Mao,ES,39.8885,4.2658,54.16,94,0,4.61,clear sky
277,Klaksvik,FO,62.2266,-6.589,34.72,68,75,6.17,broken clouds
278,Teguldet,RU,57.3064,88.1667,37.51,84,98,2.68,overcast clouds
279,The Valley,AI,18.217,-63.0578,77.83,67,100,16.2,overcast clouds
280,Praia,CV,14.9215,-23.5087,70.34,78,40,19.57,scattered clouds
281,Marystown,CA,47.1666,-55.1483,41.86,100,100,4.09,overcast clouds
282,Iqaluit,CA,63.7506,-68.5145,1.13,60,20,5.75,few clouds
283,Saint-Paul,RE,-21.0096,55.2707,73.51,76,4,4.54,clear sky
284,Igarka,RU,67.4667,86.5833,14.79,95,100,8.72,overcast clouds
285,Namibe,AO,-15.1961,12.1522,71.08,74,1,4.65,clear sky
286,Bandarbeyla,SO,9.4942,50.8122,80.82,82,65,3.02,broken clouds
287,Guarda,PT,40.5373,-7.2658,42.22,97,9,1.61,clear sky
288,Kribi,CM,2.95,9.9167,78.39,88,100,8.25,moderate rain
289,Mezen,RU,65.8522,44.24,24.17,74,100,7.85,overcast clouds
290,Foumbot,CM,5.5079,10.6356,65.44,94,100,0.45,moderate rain
291,Beira,MZ,-19.8436,34.8389,71.53,91,84,14.36,light rain
292,Baherden,TM,38.4362,57.4316,68.2,48,100,6.49,overcast clouds
293,Leh,IN,34.1667,77.5833,38.43,55,1,1.72,clear sky
294,Kangundo,KE,-1.2979,37.3471,60.13,98,100,1.3,light rain
295,Tukrah,LY,32.5341,20.5791,66.42,46,0,11.23,clear sky
296,Ponta Delgada,PT,37.7333,-25.6667,65.5,82,75,10.36,broken clouds
297,Wolow,PL,51.3366,16.6443,45.82,79,67,1.59,broken clouds
298,Eyl,SO,7.9803,49.8164,80.15,78,99,6.6,overcast clouds
299,Conde,BR,-7.2597,-34.9075,76.46,83,40,4.61,scattered clouds
300,Miranda,CO,3.2499,-76.2281,69.93,94,100,2.86,overcast clouds
301,Malanje,AO,-9.5402,16.341,63.77,96,100,2.89,light rain
302,Yarim,YE,14.298,44.3779,55.51,64,50,4.72,scattered clouds
303,Camacha,PT,33.0833,-16.3333,58.42,77,20,8.05,few clouds
304,Piacabucu,BR,-10.4056,-36.4344,77.34,78,8,8.43,clear sky
305,Kuvandyk,RU,51.4781,57.3552,50.04,64,100,5.97,overcast clouds
306,Natal,BR,-5.795,-35.2094,80.82,69,0,6.91,light rain
307,Jamame,SO,0.0722,42.7506,79.54,84,98,5.23,overcast clouds
308,Aswan,EG,24.0934,32.907,79.38,27,65,5.35,broken clouds
309,Gori,GE,41.9842,44.1158,55.94,71,96,1.86,overcast clouds
310,Botwood,CA,49.1499,-55.3482,41.9,81,100,3.85,overcast clouds
311,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,88,75,20.09,broken clouds
312,Kuryk,KZ,43.2,51.65,65.39,33,100,15.77,overcast clouds
313,Police,PL,53.5521,14.5718,43.66,86,100,2.24,overcast clouds
314,Itapirapua,BR,-15.8233,-50.6133,76.59,48,29,3.76,scattered clouds
315,Meridian,US,43.6121,-116.3915,64.33,41,20,13.8,few clouds
316,Machhlishahr,IN,25.6833,82.4167,87.37,15,4,2.26,clear sky
317,Pedasi,PA,7.5333,-80.0333,77.07,79,95,4.45,overcast clouds
318,Kuvshinovo,RU,57.0295,34.1725,39.04,93,100,5.48,overcast clouds
319,Hadgaon,IN,19.5,77.6667,90.09,23,22,4.54,few clouds
320,Carora,VE,10.1755,-70.0827,76.26,83,100,2.91,overcast clouds
321,Boa Esperanca,BR,-21.09,-45.5658,66.34,74,0,2.37,clear sky
322,Cockburn Town,TC,21.4612,-71.1419,76.68,69,0,18.16,clear sky
